,Standing screen display size,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Average Battery Life (in hours),Price,Brand,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,Screen Resolution,Hardware Platform,Hard Drive Rotational Speed,Graphics Card Ram Size,Rear Webcam Resolution,Voltage,Package Dimensions,National Stock Number,Manufacturer,ASIN,Date First Available
56,15.6 Inches,1920 x 1080 Pixels,2.8 GHz celeron_n4020,4 GB SDRAM,2.8 GHz,256 GB SSD,Intel UHD Graphcis,Intel,Integrated,"802.11a/b/g/n/ac, Bluetooth",,,,399.99,HP,,HP,Windows 10 S,3.86 pounds,14.11 x 9.52 x 0.78 inches,14.11 x 9.52 x 0.78 inches,Black,Intel,2,DDR4 SDRAM,256 GB,Solid State,No Optical Drive,AC & Battery,1 Lithium ion batteries required.,1920x1080,PC,,,,,,,,,
57,14 Inches,1366 x 768 Pixels,3.2 GHz athlon,8 GB DDR4,3.2 GHz,128 GB SSD,AMD Radeon Graphics,AMD,,802.11ac,,,,419.0,HP,Premium,Premium,Windows 10,3.24 pounds,12.76 x 8.86 x 0.71 inches,12.76 x 8.86 x 0.71 inches,Natural Silver,AMD,2,DDR4 SDRAM,128 GB,Solid State,,"Corded Electric, Battery Powered",,,PC,,,,,,,,,
58,15.6 Inches,1366x768 Pixels,2.4 GHz pentium_other,4 GB DDR4,2400 MHz,128 GB SSD,Intel UHD Graphics 605,Intel,Integrated,802.11ac,,,,365.99,HP,15-red,dw1083wm,Windows 10,1.8 pounds,15 x 13.3 x 0.8 inches,15 x 13.3 x 0.8 inches,Red,Intel,2,DDR4 SDRAM,128 GB,Solid State,,AC & Battery,1 Lithium Metal batteries required. (included),1366x768,PC,,,,,,,,,
59,15.6 Inches,1920 x 1080 Pixels,1.8 GHz amd_r_series,32 GB DDR4,,1 TB SSD,AMD Radeon™ Graphics,AMD,,Bluetooth,,,,1079.99,Dell,5500,5500,Windows 10,3.62 pounds,14.02 x 9.01 x 0.71 inches,14.02 x 9.01 x 0.71 inches,Blue,Intel,8,DDR4 SDRAM,,Solid State,,Battery Powered,,,PC,,,,,,,,,
60,14 Inches,1366 x 768 Pixels,2.6 GHz ryzen_3,16 GB DDR4,3.5 GHz,128 GB SSD,AMD Radeon Graphics,AMD,,"Bluetooth, 802.11b",,,8 Hours,559.0,HP,Pavilion,Pavilion,Windows 10,3.25 pounds,12.76 x 8.9 x 0.78 inches,12.76 x 8.9 x 0.78 inches,Natural Silver,AMD,2,DDR4 SDRAM,256 GB,Serial ATA,,"Corded Electric, Battery Powered",,,PC,,,,,,,,,
61,15.6 Inches,1920 x 1080 Pixels,1.2 GHz core_i3,16 GB DDR4,3.4 GHz,512 GB SSD,Intel® UHD Graphics for 10th Gen Intel® Processors,Intel,Integrated,802.11ax,,,8 Hours,589.99,Acer,Aspire 5 Slim,Aspire 5,Windows 10,3.97 pounds,14.31 x 9.86 x 0.71 inches,14.31 x 9.86 x 0.71 inches,Black,Intel,2,DDR4 SDRAM,2 TB,Solid State,,Battery Powered,,,PC,,,,,,,,,
62,15.6 Inches,1920 x 1080 Pixels,4.8 GHz core_i7,8 GB DDR4,3200 MHz,512 GB SSD,NVIDIA GeForce GTX 3050 Ti,NVIDIA,GeForce RTX 3050 Ti,"Bluetooth, 802.11ax",,4,,1148.6,ASUS,ASUS TUF Dash,TUF516PE-AB73,Windows 10 Home,4.41 pounds,14.17 x 9.92 x 0.78 inches,14.17 x 9.92 x 0.78 inches,Eclipse Grey,Intel,8,DDR4 SDRAM,512,Solid State,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),1920 x 1080 pixels,PC,,4 GB,,20 Volts,,,,,
63,14 Inches,1366 x 768 Pixels,1.1 GHz celeron_n2930,4 GB DDR4,2.8 GHz,64 GB SSD,Intel UHD Graphics 600,Intel,,802.11a,,,,379.99,HP,,HP 14 Laptop,Windows 10,3.2 pounds,12.76 x 8.86 x 0.71 inches,12.76 x 8.86 x 0.71 inches,Blue,Intel,2,DDR4 SDRAM,64 GB,Solid State,,Corded Electric,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
64,15.6 Inches,1920 x 1080 Pixels,1.6 GHz core_i5,8 GB DDR4,3.6 GHz,256 GB SSD,Intel UHD Graphics,Intel,,Bluetooth,,,,579.9,Dell,Inspiron,Inspiron,Windows 10,4.3 pounds,15 x 10.2 x 0.78 inches,15 x 10.2 x 0.78 inches,Black,Intel,4,DDR4 SDRAM,256 GB,PCIE x 4,,Battery Powered,1 A batteries required. (included),,PC,,,,,,,,,
65,11.6 Inches,1361 x 768 Pixels,2 GHz mediatek_mt8183,4 GB LPDDR4,,Embedded MultiMediaCard,MediaTek,MediaTek,Integrated,Bluetooth,2,,15 Hours,139.99,HP,HP 11a Chrombook,11a-na0010nr,Chrome OS,2.36 pounds,7.59 x 11.22 x 0.66 inches,7.59 x 11.22 x 0.66 inches,Ash Gray,Mediatek,8,SDRAM,32,USB,No Optical Drive,Battery Powered,1 Lithium Metal batteries required. (included),1366 x 768,PC,,,,,,,,,
66,11.6 Inches,1366X768 Pixels,2.8 GHz celeron_n4020,4 GB DDR3,2.8 GHz,64 GB eMMC,Intel UHD Graphics 600,Intel,Integrated,802.11ac,1,,12 Hours,238.0,ASUS,L210MA-DB01,L210MA-DB01,Windows 10 S,2.31 pounds,11 x 7.5 x 0.67 inches,11 x 7.5 x 0.67 inches,Black,Intel,2,DDR4 SDRAM,64,,No Optical Drive,Battery Powered,1 Lithium Metal batteries required. (included),,PC,,,,19 Volts,,,,,
67,14 Inches,1366x768 Pixels,4.2 GHz core_i5_family,8 GB DDR4,3200 MHz,256 GB ssd,J Intel® Iris® Xe Graphics,Intel,,2.4 GHz Radio Frequency,,,,679.0,Dell,Dell Inspiron,Dell Inspiron 5405,Windows 10,5.21 pounds,,,,Intel,4,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,15.28 x 13.98 x 3.03 inches,,,,
68,14 Inches,1366 x 768 Pixels,1.1 GHz celeron,4 GB DDR4,2.8 GHz,64 GB SSD,Integrated Intel UHD Graphics 600,Intel,,802.11ac,,,,315.0,HP,HP,14-dq,Windows 10 S,4 pounds,13.6 x 8.2 x 0.72 inches,13.6 x 8.2 x 0.72 inches,Rose Gold,Intel,2,DDR2 SDRAM,64 GB,Solid State,,AC & Battery,,1366 x 768,PC,,,,,,,,,
69,15.6 Inches,1366 x 768 Pixels,1.2 GHz core_i5_family,8 GB DDR4,,256 GB ssd,Intel UHD Graphics,Intel,Dedicated,Bluetooth,2,,,509.99,Lenovo,Lenovo Ideapad,81WE00KVUS,Windows 10 S,4 pounds,14.26 x 9.98 x 0.78 inches,14.26 x 9.98 x 0.78 inches,Almond,Intel,2,DDR4 SDRAM,256,Solid State,BD-R,Battery Powered,1 Lithium Polymer batteries required.,,PC,,,,,,,,,
70,15.6 Inches,1920 x 1080,4.1 GHz core_i5_family,12 GB SDRAM,2400 MHz,256 GB Flash Memory Solid State,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,2.4 GHz Radio Frequency,,,"8.0, 5.0 Hours",794.0,HP,HP Pavilion Gaming Laptop 15-dk0041nr,7KW86UA#ABA,Windows 10 Home,4.9 pounds,19 x 12 x 3 inches,19 x 12 x 3 inches,,Intel,4,DDR4 SDRAM,256,,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),,,,,,,,,,,
71,15.6 Inches,1920 x 1080 Pixels,2.8 GHz celeron,8 GB DDR4,2.8 GHz,256 GB SSD,Intel UHD Graphics,Intel,,Bluetooth,,,8 Hours,399.0,Acer,Aspire,Aspire,Windows 10,4.19 pounds,14.3 x 9.4 x 0.78 inches,14.3 x 9.4 x 0.78 inches,Pure Silver,Intel,2,DDR4 SDRAM,,PCIE x 4,,Battery Powered,,,PC,,,,,,,,,
72,15.6 Inches,1920 x 1080 Pixels,2.1 GHz ryzen_5,16 GB,3.5 GHz,1 TB SSD,AMD Radeon Vega 8,AMD,,802.11ac,,,,749.9,Dell,,DELL Inspiron 3505,Windows 10,4.04 pounds,14.33 x 9.8 x 0.71 inches,14.33 x 9.8 x 0.71 inches,Black,AMD,4,DDR4 SDRAM,,Solid State,No Optical Drive,AC & Battery,1 Lithium ion batteries required.,1920x1080,PC,,,,,,,,,
73,14 Inches,1366 x 768 Pixels,1.1 GHz celeron,4 GB DDR4,2.8 GHz,64 GB SSD,Intel UHD Graphics 600,Intel,,Bluetooth,,,,319.0,HP,,Notebook,Windows 10,3.2 pounds,13.27 x 8.94 x 0.72 inches,13.27 x 8.94 x 0.72 inches,Pale Gold,Intel,2,DDR4 SDRAM,64 GB,Serial ATA,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
74,17.3 Inches,1920 x 1080 Pixels,2.5 GHz core_i7,8 GB DDR4,2933 MHz,512 GB SSD,NVIDIA® GeForce® GTX 1650 Ti,NVIDIA,Dedicated,802.11ax,,3,,849.99,ASUS,FX706LI-ES53,FX706LI-ES53,Windows 10 Home,5.73 pounds,15.71 x 10.59 x 1.02 inches,15.71 x 10.59 x 1.02 inches,Bonfire Black,Intel,4,DDR4 SDRAM,512,Solid State,No Drive,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,
75,17.3 Inches,"1,600 x 900 Pixels",2.4 GHz amd_a_series,16 GB SDRAM,3200 MHz,512 GB SSD,AMD Radeon™ Graphics,AMD,,802.11ac,1,,,629.99,HP,Laptop 17,17,Windows 10,4.58 pounds,15.78 x 10.15 x 0.78 inches,15.78 x 10.15 x 0.78 inches,Black,AMD,2,DDR SDRAM,,Solid State,,AC & Battery,,1600x900,PC,,16.00,,,,,,,
76,17.3 Inches,"1,600 x 900 Pixels",2.4 GHz amd_a_series,16 GB SDRAM,3200 MHz,512 GB SSD,AMD Radeon™ Graphics,AMD,,802.11ac,1,,,629.99,HP,Laptop 17,17,Windows 10,4.58 pounds,15.78 x 10.15 x 0.78 inches,15.78 x 10.15 x 0.78 inches,Black,AMD,2,DDR SDRAM,,Solid State,,AC & Battery,,1600x900,PC,,16.00,,,,,,,
77,14 Inches,1366 x 768 Pixels,1.1 GHz celeron_n4000,4 GB DDR4,2400 MHz,64 GB SSD,Intel UHD Graphics 600,Intel,Integrated,802.11ac,,,9 Hours,319.0,HP,HP Stream,HP 14 LAPTOP,Windows 10 S,3.2 pounds,12.76 x 8.86 x 0.71 inches,12.76 x 8.86 x 0.71 inches,Gold,Intel,2,DDR4 SDRAM,64 GB,Solid State,,AC & Battery,,1360x768,PC,,,720 Pixels,,,,,,
78,15.6 Inches,1920 x 1080 Pixels,2.8 GHz core_i7,12 GB SDRAM,2.8 GHz,512 GB SSD,Integrated Intel Iris X Graphics,Intel,Integrated,Bluetooth,,,12 Hours,849.99,Lenovo,IdeaPad 5,LENOVO,Windows 10 Home,4.44 pounds,14.04 x 9.18 x 0.75 inches,14.04 x 9.18 x 0.75 inches,Grey,Intel,4,DDR4 SDRAM,512 GB,Serial ATA,,AC & Battery,1 Lithium Polymer batteries required.,1920 x 1080,PC,,,1.2 MP,,,,,,
79,14 Inches,1366x768,2.3 GHz athlon,4 GB DDR4,2400 MHz,128 GB SSD,AMD Radeon Graphics,AMD,Integrated,"Bluetooth, 802.11bgn",1,2,,337.0,HP,HP Notebook,14-DK,Windows 10,4.64 pounds,12.8 x 8.9 x 0.8 inches,12.8 x 8.9 x 0.8 inches,,AMD,2,DDR4 SDRAM,,Solid State,No Optical Drive,,,1366x768,PC,,,,,,,,,
80,15.6 Inches,1920 x 1080 Pixels,1.3 GHz core_i7_1065g7,32 GB DDR4,2666 MHz,1 TB SSD,Intel Iris Plus Graphics,Intel,,801.11ac,,3,10 Hours,1199.0,HP,,HP 15 FHD TOUCH i7,Windows 10 Home,3.75 pounds,14.11 x 9.53 x 0.78 inches,14.11 x 9.53 x 0.78 inches,Natural silver,Intel,4,DDR4 SDRAM,,Solid State,,AC & Battery,1 Lithium ion batteries required. (included),1920x1080,PC,,,720 Pixels,,,,,,
81,14 Inches,1920 x 1080,2.3 GHz amd_r_series,16 GB SDRAM,2.3 GHz,256 GB ssd,AMD Radeon Series,AMD,Integrated,802.11ac,,,10 Hours,758.88,Lenovo,Flex 5,LENOVO,Windows 10,3.63 pounds,12.66 x 8.56 x 0.82 inches,12.66 x 8.56 x 0.82 inches,Graphite Grey,AMD,6,DDR4 SDRAM,256 GB,Serial ATA,,AC & Battery,1 Lithium ion batteries required. (included),1920 x 1080,PC,,,1.2 MP,,,,,,
82,15.6 Inches,1920 x 1080 Pixels,2.8 GHz core_i7_family,16 GB DDR4,2.8 GHz,512 GB SSD,Intel Iris Xe Graphics,Intel,,Bluetooth,,,,1049.0,HP,,Notebook,Windows 10,3.75 pounds,14.11 x 9.53 x 0.71 inches,14.11 x 9.53 x 0.71 inches,Silver,Intel,4,DDR4 SDRAM,512 GB,PCIE x 4,,"Corded Electric, Battery Powered",1 Lithium ion batteries required. (included),,PC,,,,,,,,,
83,14 Inches,1920 x 1080 Pixels,3.3 GHz pentium,8 GB SDRAM,,128 GB SSD,INTEL,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",,,7 Hours,419.99,HP,,HP,Windows 10 S,3.24 pounds,12.76 x 8.86 x 0.71 inches,12.76 x 8.86 x 0.71 inches,,Intel,4,DDR4 SDRAM,128 GB,Solid State,No Optical Drive,AC & Battery,1 Lithium ion batteries required.,1920x1080,PC,,,,,,,,,
84,15.6 Inches,1920 x 1080 Pixels,2.1 GHz ryzen_5,16 GB DDR4,3.5 GHz,1 TB SSD,AMD Radeon Vega 8,AMD,,Bluetooth,,,,789.0,Dell,Dell Inspiron,Dell Inspiron,Windows 10 Pro,4 pounds,,,,AMD,4,DDR4 SDRAM,,Solid State,,"Corded Electric, Battery Powered",,,PC,,,,,19 x 12.6 x 3 inches,,,,
85,15.6 Inches,1920 x 1080 Pixels,4.2 GHz apple_ci5,8 GB,2666 MHz,512 GB SSD,Intel,Intel,Integrated,802.11a,,,,609.0,AimCare,HP_Pavilion,HP_PC,Windows 10 Home,3.86 pounds,14.11 x 9.58 x 0.78 inches,14.11 x 9.58 x 0.78 inches,,Intel,4,DDR4 SDRAM,512 GB,Solid State,,"Corded Electric, Battery Powered",1 Lithium ion batteries required. (included),,PC,,,,,,,,,
86,14 Inches,1920 x 1080 Pixels,2.3 GHz amd_r_series,16 GB DDR4,2.3 GHz,256 GB ssd,AMD Radeon Series,AMD,,Bluetooth,,,,769.0,Lenovo,,,Windows 10 Home,3.63 pounds,,,Grey,AMD,6,DDR4 SDRAM,256 GB,Solid State,,"Corded Electric, Battery Powered",1 9V batteries required. (included),,PC,,,,,18.78 x 11.22 x 2.64 inches,,,,
87,17.3 Inches,"1,600 x 900 Pixels",2.6 GHz amd_r_series,16 GB DDR4,3.5 GHz,256 GB SSD,AMD Radeon™ Graphics,AMD,,Bluetooth,,,,699.99,HP,,17,Windows 10,4.58 pounds,15.78 x 10.15 x 0.81 inches,15.78 x 10.15 x 0.81 inches,Silver,AMD,2,DDR SDRAM,256 GB,Solid State,,"Corded Electric, Battery Powered",,,PC,,,,,,,,,
88,14 Inches,1920 x 1080 Pixels,1.1 GHz celeron,12 GB DDR4,2.8 GHz,256 GB SSD,Intel UHD Graphics 350MHz-800MHz,Intel,Integrated,"802.11bgn, 802.11ax",,1,"7.0, 5.0 Hours",379.99,ALLDOCUBE,GTBook,GTBook,Windows 10 Home,2.2 pounds,12.72 x 8.15 x 0.67 inches,12.72 x 8.15 x 0.67 inches,Gray,Intel,4,DDR4 SDRAM,256 GB,Serial ATA-300,,AC & Battery,1 Lithium Polymer batteries required. (included),1920x1080,PC,,,1 MP,7.4 Volts,,,,,
89,15.6 Inches,1920 x 1080 Pixels,3.5 GHz ryzen_3,8 GB DDR4,3.5 GHz,128 GB SSD,Integrated,AMD,,Infrared,,,,489.99,Acer,Acer Aspire,Acer,Windows 10,6.09 pounds,14.31 x 9.86 x 0.71 inches,14.31 x 9.86 x 0.71 inches,,AMD,4,DDR4 SDRAM,128 GB,Solid State,,,,,PC,,,,,,,,,
90,15.6 Inches,1366 x 768 Pixels,1.1 GHz celeron_n,16 GB DDR4,3.1 GHz,512 GB SSD,Intel UHD Graphics,Intel,,Bluetooth,,,,519.0,Dell,Dell Inspiron,i3000,Windows 10,3.91 pounds,14.33 x 9.8 x 0.78 inches,14.33 x 9.8 x 0.78 inches,Black,Intel,2,DDR4 SDRAM,512 GB,PCIE x 4,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
91,15.6 Inches,1366 x 768 Pixels,1.1 GHz celeron,8 GB SDRAM,2.8 GHz,1 TB HDD 5400 rpm,Intel UHD Graphics,Intel,Intel UHD Graphics,Bluetooth,1,2,,449.0,Dell,Inspiron,3510,Windows 10,3.96 pounds,14.33 x 9.8 x 0.78 inches,14.33 x 9.8 x 0.78 inches,Black,Intel,2,DDR4 SDRAM,,Serial ATA,,AC & Battery,,,PC,,,,,,,,,
92,15.6 Inches,1920 x 1080 Pixels,4.1 GHz ryzen_7_4700u,16 GB SDRAM,4.1 GHz,512 GB SSD,AMD Radeon,AMD,Integrated,"Bluetooth, 802.11ac",,,9 Hours,799.99,HP,,HP,Windows 10 S,3.74 pounds,9.5 x 14.1 x 0.7 inches,9.5 x 14.1 x 0.7 inches,Silver,AMD,8,DDR4 SDRAM,512 GB,Solid State,,AC & Battery,1 Lithium ion batteries required.,1920x1080,PC,,,,,,,,,
93,11.6 Inches,,2.4 GHz celeron,4 GB LPDDR4,,32 GB emmc,,Intel,Integrated,802.11ac,,,12 Hours,160.41,ASUS,ASUS Chromebook CX1,CX1100CNA-AS42,Chrome OS,2.65 pounds,11.31 x 7.88 x 0.69 inches,11.31 x 7.88 x 0.69 inches,Transparent Silver,Intel,2,DDR4 SDRAM,32,USB 3.2,,Battery Powered,,,,,,,,,,,,
94,14 Inches,1920 x 1080 Pixels,3.6 GHz core_i5_family,8 GB DIMM,3.6 GHz,256 GB SSD,Intel,Intel,Integrated,Bluetooth,,,9 Hours,599.0,AimCare,Lenovo_IdeaPad,Lenovo_IdeaPad,Windows 10,3.3 pounds,21 x 13 x 1 inches,21 x 13 x 1 inches,,Intel,4,DDR4 SDRAM,,Solid State,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
95,14 Inches,1366 x 768 Pixels,1.1 GHz celeron_n4000,4 GB DDR4,2400 MHz,SSD,Intel UHD Graphics 600,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",,,12 Hours,259.99,HP,14a-na0021nr,14a-na0021nr,Chrome OS,3.24 pounds,12.82 x 8.6 x 0.7 inches,12.82 x 8.6 x 0.7 inches,Ceramic White,Intel,2,,4,Solid State,No Optical Drive,Battery Powered,1 Lithium Metal batteries required. (included),1366 x 768 pixels,Chromebook,,,,,,,,,
96,15.6 Inches,1920 x 1080 Pixels,2.6 GHz ryzen_3,4 GB DDR3,3.5 GHz,128 GB SSD,Integrated AMD Radeon™ Graphics,AMD,Integrated,"Bluetooth, 802.11a",,,,399.0,HP,Premium HP 15.6 FHD Laptop,Premium HP 15.6 Laptop,Windows 10 S,3.75 pounds,14.11 x 9.53 x 0.78 inches,14.11 x 9.53 x 0.78 inches,Silver,AMD,2,DDR4 SDRAM,128 GB,Solid State,,AC & Battery,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
97,14 Inches,1366 x 768 Pixels,4.1 GHz apple_ci3,8 GB SDRAM,,256 GB SSD,Intel,Intel,Integrated,"Bluetooth, 802.11a/g/n/ac",,,,599.0,HP,,HP,Windows 10 Home,3.55 pounds,12.8 x 8.7 x 0.7 inches,12.8 x 8.7 x 0.7 inches,,Intel,2,DDR4 SDRAM,256 GB,Solid State,No Optical Drive,AC & Battery,1 Lithium Polymer batteries required.,1366x768,PC,,,,,,,,,
98,15.6 Inches,1920 x 1080 Pixels,3 GHz amd_r_series,8 GB,,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ac,,,,753.0,HP,HP Pavilion,15-ec1073d,Windows 10,4.4 pounds,20.3 x 12 x 2.6 inches,20.3 x 12 x 2.6 inches,,AMD,4,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Polymer batteries required.,,PC,,,,,,,,,
99,15.6 Inches,1366 x 768 Pixels,2.8 GHz pentium_N5000,16 GB DDR4,3.1 GHz,128 GB SSD,Intel UHD Graphcis,Intel,,Bluetooth,,,,559.99,Dell,,3502,Windows 10 Home,3.91 pounds,14.33 x 9.8 x 0.78 inches,14.33 x 9.8 x 0.78 inches,,Intel,4,DDR SDRAM,512 GB,Solid State,,Battery Powered,,,PC,,,,,,,,,
100,10.1 Inches,1920*1200 Pixels,1.1 GHz celeron_n,4 GB LPDDR4,2.8 GHz,128 GB EMMC,Intel UHD Graphics 600,Intel,Integrated,"802.11bgn, 802.11a",,2,8 Hours,266.99,ALLDOCUBE,IWork20,Iwork20,Windows 10,1.32 pounds,9.8 x 6.6 x 0.36 inches,9.8 x 6.6 x 0.36 inches,Gray,Intel,2,DDR3 SDRAM,128 GB,Solid State,,Battery Powered,1 Lithium Polymer batteries required. (included),1920x1200,PC,,,2 MP,,,,,,
101,14 Inches,1920 x 1080 Pixels,2.3 GHz ryzen_5_4500u,16 GB SDRAM,4 GHz,512 GB ssd,AMD Radeon,,,,,,,829.9,Dell,,Dell Computers,Windows 10,5.49 pounds,12.7 x 8.74 x 0.71 inches,12.7 x 8.74 x 0.71 inches,Sandstorm,AMD,6,DDR4 SDRAM,,Solid State,,AC & Battery,1 Lithium ion batteries required.,1920x1080,PC,,,,,,,,,
102,17.3 Inches,1600 x 900 Pixels,2.4 GHz amd_a_series,8 GB DDR4,,256 GB SSD,AMD Radeon Graphics,AMD,,"Bluetooth, 802.11a",,,,639.0,HP,,17z,Windows 10,4.58 pounds,15.78 x 10.15 x 0.78 inches,15.78 x 10.15 x 0.78 inches,Jet black,AMD,2,DDR4 SDRAM,256 GB,PCIE x 4,,"Corded Electric, Battery Powered",1 Lithium ion batteries required. (included),,PC,,,,,,,,,
103,15.6 Inches,1920 x 1080 Pixels,4.3 GHz amd_r_series,12 GB DDR4,2666 MHz,512 GB SSD,Integrated AMD Radeon™ Graphics,AMD,,,,,,685.0,Lenovo,Lenovo Ideapad,82KU00C2US,Windows 10 Home,5.33 pounds,,,,AMD,8,DDR DRAM,512 GB,Solid State,,,,,PC,,,,,21.1 x 13.03 x 2.83 inches,,,,
104,15.6 Inches,1366 x 768 Pixels,1.1 GHz celeron,8 GB DDR4,2.8 GHz,128 GB SSD,Intel UHD Graphics,Intel,,Bluetooth,,,,429.0,Dell,Dell Inspiron,i3000,Windows 10,3.91 pounds,14.33 x 9.8 x 0.78 inches,14.33 x 9.8 x 0.78 inches,Black,Intel,2,DDR4 SDRAM,128 GB,PCIE x 4,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
105,15.6 Inches,1920 x 1080 Pixels,1.2 GHz core_i3,8 GB DDR4,3.4 GHz,500 GB SSD,Intel UHD Graphics,Intel,,Bluetooth,,,,479.5,Dell,Inspiron,Inspiron,Windows 10,4.84 pounds,15 x 10.2 x 0.78 inches,15 x 10.2 x 0.78 inches,,Intel,2,DDR4 SDRAM,,Serial ATA,,Battery Powered,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,
106,17.3,1600 x 900,2.1 GHz ryzen_5,8 GB DDR4,,SSD,,AMD,Integrated,Bluetooth,1,1,,726.6,Lenovo,Ideapad 3 17 Laptop,,Windows 10 Home,6.39 pounds,15.71 x 10.79 x 0.78 inches,15.71 x 10.79 x 0.78 inches,Abyss Blue,AMD,1,,,USB,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),,,,,,,,,,,
107,17.3 Inches,1920x1080,1.6 GHz core_i5,8 GB DDR4,3.6 GHz,256 GB PCIe SSD,Intel Iris Xᵉ Graphics,Intel,Dedicated,Bluetooth,,,6 Hours,699.0,HP,HP Laptop,17-by,Windows 10,5.4 pounds,16.33 x 10.72 x 0.96 inches,16.33 x 10.72 x 0.96 inches,,Intel,4,DDR4 SDRAM,256 GB,PCIE x 4,,Corded Electric,,1920x1080,PC,,,,,,,,,
108,14 Inches,1920 x 1080 Pixels,2.7 GHz amd_a6,4 GB,,64 GB SSD,Integrated AMD Radeon R5 Graphics,AMD,Integrated,Bluetooth,,,12 Hours,349.99,Lenovo,,Lenovo 14w,Windows 10 Pro,0.12 ounces,12.91 x 8.86 x 0.7 inches,12.91 x 8.86 x 0.7 inches,Black,AMD,2,DDR4 SDRAM,64 GB,Solid State,,,1 Lithium ion batteries required.,1920 x 1080 pixels,PC,,,,,,,,,
109,15.6 Inches,1920 x 1080 Pixels,2.1 GHz ryzen_5,DDR4,,512 GB SSD,AMD Radeon Graphics,AMD,,"Bluetooth, 802.11a",,,,749.99,HP,,Traditional Laptop on Sale,"Windows 10 Home, Windows 10 S",3.72 pounds,,,,AMD,6,DDR4 SDRAM,512 GB,Solid State,,"Corded Electric, Battery Powered",,,PC,,,,,14.11 x 9.53 x 0.7 inches,,,,
110,15.6 Inches,1920 x 1080 Pixels,2.6 GHz core_i5_family,8 GB DDR4,3200 MHz,512 GB SSD,Intel Iris Graphics 550,Intel,"Intel Iris Xe Graphics, Dedicated",Bluetooth,,3,,758.0,Dell,Inspiron 15 5510,i5510-5136SLV-PUS,Windows 10 Home,3.6 pounds,9.01 x 14.02 x 0.71 inches,9.01 x 14.02 x 0.71 inches,Silver,Intel,4,SODIMM,512,,No Optical Drive,,1 Lithium ion batteries required. (included),1920 x 1080 pixels,PC,,,0.92 MP,,,,,,
111,15.6 Inches,1920 x 1080 Pixels,2.4 GHz core_i5,16 GB DDR4,,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,,739.99,Dell,3000,3000,Windows 10,4 pounds,14.33 x 9.8 x 0.78 inches,14.33 x 9.8 x 0.78 inches,Black,Intel,4,DDR4 SDRAM,,Solid State,,Battery Powered,,,PC,,,,,,,,,
112,15.6 Inches,1366x768 Pixels,3.5 GHz amd_r_series,20 GB SDRAM,3.5 GHz,512 GB SSD,AMD Radeon Vega 3,AMD,,802.11ac,,,,629.99,Lenovo,Lenovo IdeaPad,Lenovo,Windows 10,5.74 pounds,14.26 x 9.98 x 0.78 inches,14.26 x 9.98 x 0.78 inches,,AMD,2,DDR4 SDRAM,512 GB,Solid State,,AC & Battery,1 Lithium ion batteries required. (included),1366x768,PC,,,,,,,,,
113,15.6 Inches,1366 x 768 Pixels,2.1 GHz core_i3_10110u,12 GB DDR4,2.1 GHz,256 GB SSD,Intel UHD Graphics,Intel,,Bluetooth,,,6 Hours,569.89,Lenovo,Lenovo Ideapad,Lenovo IdeaPad 3,Windows 10 S,5.19 pounds,14.26 x 9.98 x 0.78 inches,14.26 x 9.98 x 0.78 inches,Abyss Blue,Intel,2,DDR4 SDRAM,256 GB,PCIE x 4,,AC & Battery,1 Lithium ion batteries required. (included),1366x768,PC,,,,,,,,,
114,15.6 Inches,,2.4 GHz core_i5,8 GB DDR4,3.6 GHz,1 TB SSD,,Intel,,Bluetooth,,,,829.0,Lenovo,IdeaPad,5,Windows 10,4.08 pounds,14.04 x 9.18 x 0.78 inches,14.04 x 9.18 x 0.78 inches,,Intel,4,DDR4 SDRAM,,PCIE x 4,,Battery Powered,,1920x1080,PC,,,,,,,,,
